image,text,text_someone,names,context
1048_Gran_Torino_00.21.25.152-00.21.29.136/0007.jpg,"Walt, rifle in hand.","Someone, rifle in hand.",Walt,"and goes over to a chest.
He opens it and pulls out an old military rifle.
He opens the breech and loads a magazine into it, then cocks it."
1048_Gran_Torino_00.21.32.749-00.21.33.732/0002.jpg,Thao with a torch beside the Gran Torino.,Someone with a torch beside the Gran Torino.,Thao,"He opens the breech and loads a magazine into it, then cocks it.
Rifle in hand, Walt edges the garage door open,
and walks inside."
1048_Gran_Torino_00.21.48.050-00.21.50.981/0012.jpg,Thao falls backwards.,Someone falls backwards.,Thao,"He sees Thao with a torch beside the Gran Torino.
As Walt advances, the barrel of the rifle knocks the overhead light, sending it swinging.
By its drunken swaying light, he aims the rifle at Thao, who backs away."
1048_Gran_Torino_00.22.17.518-00.22.19.837/0008.jpg,Mitch makes a phone call in his kitchen.,Someone makes a phone call in his kitchen.,Mitch,"He runs to Spider's souped-up Honda in the street.
Walt spits out some blood,
and pushes himself up."
1048_Gran_Torino_00.22.20.172-00.22.23.176/0006.jpg,Walt is in his garage installing window grills.,Someone is in his garage installing window grills.,Walt,"Walt spits out some blood,
and pushes himself up.
Mitch makes a phone call in his kitchen."
1048_Gran_Torino_00.23.19.000-00.23.19.900/0001.jpg,Walt makes a phone call in his garage.,Someone makes a phone call in his garage.,Walt,"and pushes himself up.
Mitch makes a phone call in his kitchen.
Walt is in his garage installing window grills."
1048_Gran_Torino_00.23.22.150-00.23.25.725/0007.jpg,Mitch looks put-out.,Someone looks put-out.,Mitch,"Mitch makes a phone call in his kitchen.
Walt is in his garage installing window grills.
Walt hangs up."
1048_Gran_Torino_00.23.26.115-00.23.28.551/0009.jpg,"In his driveway, Walt polishes his Gran Torino. It's dark green with gold trims.","In his driveway, Someone polishes his Gran Torino. It's dark green with gold trims.",Walt,"Walt is in his garage installing window grills.
Walt hangs up.
Mitch looks put-out."
1048_Gran_Torino_00.23.41.014-00.23.46.707/0007.jpg,"Evening, Walt sits on his porch with his dog Daisy and lights a cigarette.","Evening, Someone sits on his porch with his dog Someone and lights a cigarette.","Walt
Daisy","In his driveway, Walt lovingly polishes his Gran Torino.
It's dark green with gold trims.
He buffs a wing of the car and works his way around to the bonnet, carefully removing any marks."
1048_Gran_Torino_00.23.46.807-00.23.51.984/0010.jpg,"Evening, Walt sits on his porch with his dog Daisy, smoking a cigarette. He looks out at Gran Torino parked on the drive.","Evening, Someone sits on his porch with his dog Someone, smoking a cigarette. He looks out at Gran Torino parked on the drive.","Walt
Daisy","It's dark green with gold trims.
He buffs a wing of the car and works his way around to the bonnet, carefully removing any marks.
Evening, Walt sits on his porch with his dog Daisy and lights a cigarette,"
1048_Gran_Torino_00.23.59.596-00.24.04.095/0007.jpg,"Evening, Walt sits on his porch and swigs from a can of beer.","Evening, Someone sits on his porch and swigs from a can of beer.",Walt,"Evening, Walt sits on his porch with his dog Daisy and lights a cigarette,
he looks out at gran torino parked on the drive.
A couple of people walk by on the street."
1048_Gran_Torino_00.24.21.260-00.24.23.773/0010.jpg,"Night, Spider's Honda on the street.","Night, Someone's Honda on the street.",Spider,"As the light begins to fade and several beers later, he gets to his feet.
He calls to his dog as he heads inside.
He switches on the porch light as he goes into the house and shuts the door behind him."
1048_Gran_Torino_00.24.31.570-00.24.38.711/0004.jpg,Thao and his sister Sue are sitting on the porch.,Someone and his sister Someone are sitting on the porch.,"Thao
Sue","He switches on the porch light as he goes into the house and shuts the door behind him.
Night, Spider's Honda pulls up on the street outside Thao's house.
Spider and his cronies get out."
1048_Gran_Torino_00.24.31.570-00.24.38.711/0006.jpg,"Night, Spider and his cronies get out of Spider's Honda.","Night, Someone and his cronies get out of Someone's Honda.","Spider
Spider","He switches on the porch light as he goes into the house and shuts the door behind him.
Night, Spider's Honda pulls up on the street outside Thao's house.
Spider and his cronies get out."
1048_Gran_Torino_00.24.49.294-00.24.50.575/0004.jpg,Spider tousles Thao's hair.,Someone tousles Someone's hair.,"Spider
Thao","Night, Spider's Honda pulls up on the street outside Thao's house.
Spider and his cronies get out.
They approach Thao and his sister Sue sitting on the porch."
1048_Gran_Torino_00.25.17.580-00.25.26.617/0011.jpg,They scuffle.,They scuffle.,,"They approach Thao and his sister Sue sitting on the porch.
Spider tousles Thao's hair.
Spider hustles Thao towards the car."
1048_Gran_Torino_00.25.41.000-00.25.42.823/0007.jpg,He aims his gun.,He aims his gun.,,"Family members intervene and a scuffle breaks out.
The scuffle spills over onto Walt's lush green lawn and two garden gnomes are broken.
Rifle in hand, Walt marches onto the lawn."
1048_Gran_Torino_00.25.46.510-00.25.49.588/0006.jpg,He aims his gun at the squabbling guys.,He aims his gun at the squabbling guys.,,"The scuffle spills over onto Walt's lush green lawn and two garden gnomes are broken.
Rifle in hand, Walt marches onto the lawn.
He aims his gun at the squabbling guys."
1048_Gran_Torino_00.26.19.679-00.26.20.573/0007.jpg,He aims his gun.,He aims his gun.,,"They straighten up.
As Smokie stares down the rifle's barrel, he reconsiders.
Spider lets go of Thao,"
1048_Gran_Torino_00.26.39.000-00.26.46.528/0005.jpg,Thao and his family.,Someone and his family.,Thao,"Walt keeps the gun trained on them as they go.
Thao rejoins his family.
Walt heads back into his house."
1048_Gran_Torino_00.26.47.685-00.26.49.557/0006.jpg,Walt is at the kitchen sink. His riffle stands beside his cooker.,Someone is at the kitchen sink. His riffle stands beside his cooker.,Walt,"Thao rejoins his family.
Walt heads back into his house.
Sue, Thao and the others go back to theirs."
1048_Gran_Torino_00.26.50.187-00.26.54.007/0010.jpg,He picks his rifle up from beside his cooker.,He picks his rifle up from beside his cooker.,,"Walt heads back into his house.
Sue, Thao and the others go back to theirs.
Walt is at the kitchen sink."
1048_Gran_Torino_00.26.57.693-00.26.59.420/0007.jpg,Walt goes out on the porch with his rifle.,Someone goes out on the porch with his rifle.,Walt,"Sue, Thao and the others go back to theirs.
Walt is at the kitchen sink.
Hearing something, he picks his rifle up from beside his cooker,"
1048_Gran_Torino_00.26.59.421-00.27.06.760/0011.jpg,People are laying gifts of food and flowers on his front steps.,People are laying gifts of food and flowers on his front steps.,,"Walt is at the kitchen sink.
Hearing something, he picks his rifle up from beside his cooker,
and goes out on to the porch to investigate."
1048_Gran_Torino_00.27.06.800-00.27.07.900/0007.jpg,The Hmongs leave.,The Hmongs leave.,,"Hearing something, he picks his rifle up from beside his cooker,
and goes out on to the porch to investigate.
He looks surprised to find some of his neighbors laying gifts of food and flowers on his front steps."
1048_Gran_Torino_00.27.07.967-00.27.14.517/0012.jpg,Platters of food.,Platters of food.,,"and goes out on to the porch to investigate.
He looks surprised to find some of his neighbors laying gifts of food and flowers on his front steps.
The Hmongs leave."
1048_Gran_Torino_00.27.19.451-00.27.21.865/0005.jpg,He puts them all in the trash.,He puts them all in the trash.,,"He looks surprised to find some of his neighbors laying gifts of food and flowers on his front steps.
The Hmongs leave.
Walt stares at the platters of food with distaste."
1048_Gran_Torino_00.27.23.271-00.27.25.085/0013.jpg,He sees his neighbors approaching with gifts.,He sees his neighbors approaching with gifts.,,"The Hmongs leave.
Walt stares at the platters of food with distaste.
He puts them all in the trash."
1048_Gran_Torino_00.27.33.815-00.27.35.897/0005.jpg,He comes across Sue and Thao.,He comes across People.,Sue and Thao,"Walt stares at the platters of food with distaste.
He puts them all in the trash.
He sees more of his neighbors approaching with gifts."
1048_Gran_Torino_00.28.39.273-00.28.41.231/0001.jpg,"Sue, her mother and Thao get back to their house.","Someone, her mother and Someone get back to their house.","Sue
Thao","He looks sheepishly at Walt.
Walt marches back to his house.
Sue, her mother and Thao get back to theirs."
1048_Gran_Torino_00.28.39.273-00.28.41.231/0007.jpg,"Sue, her mother and Thao get back to their house. Sue turns back.","Someone, her mother and Someone get back to their house. Someone turns back.","Sue
Thao
Sue","He looks sheepishly at Walt.
Walt marches back to his house.
Sue, her mother and Thao get back to theirs."
1048_Gran_Torino_00.28.52.929-00.28.56.106/0010.jpg,Father Janovich finds.,Someone finds.,Father Janovich,"Walt marches back to his house.
Sue, her mother and Thao get back to theirs.
Sue turns back to look at Walt."
1048_Gran_Torino_00.31.01.304-00.31.02.854/0009.jpg,Walt is at the barber's.,Someone is at the barber's.,Walt,"Father Janovich finds Walt sitting on his porch, smoking his cigarette
Walt gets up.
Father Janovich nods slightly."
1048_Gran_Torino_00.31.41.969-00.31.48.683/0012.jpg,"Sue is with a white boy, Trey.","Someone is with a white boy, Someone.","Sue
Trey","Walt gets up.
Father Janovich nods slightly.
Walt is at the barber's."
1048_Gran_Torino_00.31.51.785-00.31.56.197/0012.jpg,Three black youths.,Three black youths.,,"Father Janovich nods slightly.
Walt is at the barber's.
Sue is with a white boy, Trey."
1048_Gran_Torino_00.32.49.000-00.32.52.066/0003.jpg,As the black guys hassle Sue and Trey. Walt pulls up at the junction in his pickup.,As the black guys hassle People. Someone pulls up at the junction in his pickup.,"Sue and Trey
Walt","Sue is with a white boy, Trey.
They approach three black youths.
As the black guys hassle Sue and Trey."
1048_Gran_Torino_00.33.14.286-00.33.16.879/0007.jpg,Walt watches thoughtfully.,Someone watches thoughtfully.,Walt,"They approach three black youths.
As the black guys hassle Sue and Trey.
Walt pulls up at the junction in his pickup."
1048_Gran_Torino_00.33.50.311-00.33.56.231/0007.jpg,Walt pulls up beside them.,Someone pulls up beside them.,Walt,"Walt pulls up at the junction in his pickup.
Walt watches thoughtfully.
Looking uneasy, Walt drives across the junction."
1048_Gran_Torino_00.34.16.117-00.34.19.071/0007.jpg,Walt steps out of his pickup.,Someone steps out of his pickup.,Walt,"Looking uneasy, Walt drives across the junction.
Walt pulls up beside them.
The black guys notice Walt."
1048_Gran_Torino_00.34.19.071-00.34.26.142/0007.jpg,He squares up to the three black guys.,He squares up to the three black guys.,,"Walt pulls up beside them.
The black guys notice Walt.
Walt steps out of his pickup."
1048_Gran_Torino_00.34.52.188-00.34.53.902/0010.jpg,Walt points his finger like a gun.,Someone points his finger like a gun.,Walt,"Walt steps out of his pickup.
Chewing on a plug of tobacco, he squares up to the three black guys.
He spits."
1048_Gran_Torino_00.35.08.000-00.35.10.000/0011.jpg,Walt pulls a Colt .45 pistol.,Someone pulls a Colt .45 pistol.,Walt,"Walt points his finger like a gun.
He cocks his thumb.
The guys hold Sue back."
1048_Gran_Torino_00.35.43.928-00.35.46.315/0004.jpg,Walt faces the black guys.,Someone faces the black guys.,Walt,"The guys hold Sue back.
Walt pulls a Colt .45 pistol.
Trey hurries off and Walt puts his gun away."
1048_Gran_Torino_00.35.46.315-00.35.47.231/0011.jpg,He goes to his pickup.,He goes to his pickup.,,"Walt pulls a Colt .45 pistol.
Trey hurries off and Walt puts his gun away.
He turns to the black guys."
1048_Gran_Torino_00.35.53.689-00.35.56.366/0009.jpg,Walt looks menacingly as he gets in the truck with Sue in the passenger seat.,Someone looks menacingly as he gets in the truck with Someone in the passenger seat.,"Walt
Sue","Trey hurries off and Walt puts his gun away.
He turns to the black guys.
He turns back to his pickup."
1048_Gran_Torino_00.35.56.451-00.35.58.455/0005.jpg,He gets in the truck with Sue in the passenger seat.,He gets in the truck with Someone in the passenger seat.,Sue,"He turns to the black guys.
He turns back to his pickup.
Walt looks menacingly back at them."
1048_Gran_Torino_00.38.20.081-00.38.24.924/0006.jpg,Walt looks thoughtfully.,Someone looks thoughtfully.,Walt,"Walt looks menacingly back at them.
He gets in the truck with Sue in the passenger seat.
Walt drives off in a leisurely, unhurried fashion."
1048_Gran_Torino_00.38.30.577-00.38.32.909/0006.jpg,Walt sits down on his porch with a newspaper.,Someone sits down on his porch with a newspaper.,Walt,"Walt drives off in a leisurely, unhurried fashion.
Walt nods thoughtfully.
Walt sits down on his porch with a newspaper."
1048_Gran_Torino_00.38.40.000-00.38.45.442/0010.jpg,Walt sits on his porch and puts his glasses on.,Someone sits on his porch and puts his glasses on.,Walt,"Walt nods thoughtfully.
Walt sits down on his porch with a newspaper.
He sees the elderly grandma from next door looking over at him."
1048_Gran_Torino_00.39.13.985-00.39.14.719/0009.jpg,He looks down at Daisy.,He looks down at Someone.,Daisy,"Walt sits down on his porch with a newspaper.
He sees the elderly grandma from next door looking over at him.
He picks up his glasses and puts them on to read the paper."
1048_Gran_Torino_00.39.19.992-00.39.21.246/0011.jpg,A white woman is unloading groceries from her car as three Hmong youths pass by.,A white woman is unloading groceries from her car as three Hmong youths pass by.,,"He sees the elderly grandma from next door looking over at him.
He picks up his glasses and puts them on to read the paper.
He looks down at Daisy."
1048_Gran_Torino_00.39.25.985-00.39.27.787/0007.jpg,A white woman is unloading groceries from her car. One bag has dropped. Three Hmong youths pass by. One of them mimes shagging her.,A white woman is unloading groceries from her car. One bag has dropped. Three Hmong youths pass by. One of them mimes shagging her.,,"Disgruntled, he looks across the street at a white woman unloading groceries from her car.
She drops them.
Three passing Hmong youths make no attempt to help her."
1048_Gran_Torino_00.39.50.280-00.39.53.923/0005.jpg,Walt puts his glasses down.,Someone puts his glasses down.,Walt,"Three passing Hmong youths make no attempt to help her.
One of them mimes shagging her.
He sits back down as Thao helps the woman."
1048_Gran_Torino_00.39.57.589-00.39.59.078/0009.jpg,He takes a drink.,He takes a drink.,,"He sits back down as Thao helps the woman.
Walt puts his glasses down,
and picks up a mug."
1048_Gran_Torino_00.40.30.500-00.40.33.493/0008.jpg,With big buttons.,With big buttons.,,"and picks up a mug.
He takes a drink.
Walt looks over at the old lady next door and she gives him a nod."
1048_Gran_Torino_00.41.50.175-00.41.56.944/0006.jpg,Walt looks furious.,Someone looks furious.,Walt,"Walt looks over at the old lady next door and she gives him a nod.
With big buttons.
Cigarettes."
1048_Gran_Torino_00.42.23.113-00.42.25.713/0005.jpg,"Sitting on his porch, Walt is holding a photo of his wife.","Sitting on his porch, Someone is holding a photo of his wife.",Walt,"With big buttons.
Cigarettes.
Walt looks furious."
1048_Gran_Torino_00.42.28.826-00.42.31.587/0009.jpg,"Sitting on his porch, he looks over.","Sitting on his porch, he looks over.",,"Cigarettes.
Walt looks furious.
Walt puts away a photo of his wife."
1048_Gran_Torino_00.42.31.728-00.42.36.028/0004.jpg,Sue and two other women get out of a car.,Someone and two other women get out of a car.,Sue,"Walt looks furious.
Walt puts away a photo of his wife.
Sitting on his porch, he looks over at the road,"
1048_Gran_Torino_00.43.38.425-00.43.46.130/0009.jpg,They go next door.,They go next door.,,"where Sue helps two other women get out of a car.
She walks over towards him as he sips from a beer can.
He's tempted."
1048_Gran_Torino_00.43.46.805-00.43.48.981/0008.jpg,The well stocked fridge.,The well stocked fridge.,,"She walks over towards him as he sips from a beer can.
He's tempted.
They go next door."
1048_Gran_Torino_00.44.17.339-00.44.18.908/0007.jpg,He pats a child's head.,He pats a child's head.,,"He's tempted.
They go next door.
Walt opens the well stocked fridge."
1048_Gran_Torino_00.44.31.019-00.44.33.208/0006.jpg,Sue steers him away.,Someone steers him away.,Sue,"Walt opens the well stocked fridge.
He pats a child's head.
Everyone gives him disapproving looks."
1048_Gran_Torino_00.44.36.914-00.44.39.263/0011.jpg,A buffet table.,A buffet table.,,"He pats a child's head.
Everyone gives him disapproving looks.
Sue steers him away."
1048_Gran_Torino_00.45.29.939-00.45.33.099/0011.jpg,"The elder in ceremonial dress, seated, stares.","The elder in ceremonial dress, seated, stares.",,"Sue steers him away.
At a buffet table.
He looks at the buffet."
1048_Gran_Torino_00.46.28.286-00.46.33.185/0012.jpg,Walt sits in a chair and Kor Khue studies his craggy features.,Someone sits in a chair and Someone studies his craggy features.,"Walt
Kor Khue","She goes over to Kor Khue.
They go over to Walt.
Walt sits down in a chair,"
1048_Gran_Torino_00.46.42.533-00.46.44.849/0010.jpg,Walt looks thoughtful.,Someone looks thoughtful.,Walt,"They go over to Walt.
Walt sits down in a chair,
and Kor Khue studies his craggy features."
1048_Gran_Torino_00.47.18.089-00.47.20.683/0009.jpg,Troubled Walt looks up.,Troubled Someone looks up.,Walt,"Walt sits down in a chair,
and Kor Khue studies his craggy features.
Walt looks thoughtful."
1048_Gran_Torino_00.47.27.990-00.47.30.388/0009.jpg,Walt walks across the room.,Someone walks across the room.,Walt,"Walt looks thoughtful.
Troubled Walt looks up at the diminutive Kor Khue, who nods.
Walt gets to his feet,"
1048_Gran_Torino_00.47.30.389-00.47.35.494/0007.jpg,Some women are having tea.,Some women are having tea.,,"Troubled Walt looks up at the diminutive Kor Khue, who nods.
Walt gets to his feet,
and walks across the room."
1048_Gran_Torino_00.48.03.300-00.48.07.268/0007.jpg,"Walt, coughing in the bathroom.","Someone, coughing in the bathroom.",Walt,"He coughed up blood onto the back of his hand.
He quickly conceals it from Sue and hurries away upstairs.
She follows him."
1048_Gran_Torino_00.48.08.616-00.48.15.475/0005.jpg,He rinses his face in the bassin.,He rinses his face in the bassin.,,"He quickly conceals it from Sue and hurries away upstairs.
She follows him.
Walt disappears into the bathroom and shuts the door behind him."
1048_Gran_Torino_00.48.08.616-00.48.15.475/0012.jpg,He regards his reflection in the mirror.,He regards his reflection in the mirror.,,"He quickly conceals it from Sue and hurries away upstairs.
She follows him.
Walt disappears into the bathroom and shuts the door behind him."
1048_Gran_Torino_00.48.20.195-00.48.22.828/0006.jpg,He dries his face.,He dries his face.,,"She follows him.
Walt disappears into the bathroom and shuts the door behind him.
He rinses his face in the basin and regards his reflection in the mirror."
1048_Gran_Torino_00.48.44.487-00.48.58.394/0009.jpg,"As he sits at the table, women fuss around him and load his plate with food.","As he sits at the table, women fuss around him and load his plate with food.",,"He rinses his face in the basin and regards his reflection in the mirror.
He dries his face.
He opens the bathroom door."
1048_Gran_Torino_00.49.26.392-00.49.34.499/0010.jpg,Sue leads Walt down into the basement.,Someone leads Someone down into the basement.,"Sue
Walt","As he sits at the table, women fuss around him and load his plate with food.
Sue wanders into the kitchen and finds him tucking in.
Very reluctantly he gets up."
1048_Gran_Torino_00.49.34.859-00.49.37.615/0009.jpg,The younger generations of Hmongs gathered in the basement.,The younger generations of Hmongs gathered in the basement.,,"Sue wanders into the kitchen and finds him tucking in.
Very reluctantly he gets up.
Sue leads Walt down into the basement,"
1048_Gran_Torino_00.50.00.563-00.50.01.630/0012.jpg,Walt leans against a tumble dryer.,Someone leans against a tumble dryer.,Walt,"where the younger generations of Hmongs have gathered.
Walt looks singularly unimpressed.
Sue smiles and goes towards Thao, who sits alone, away from the others."
1048_Gran_Torino_00.50.18.986-00.50.22.944/0007.jpg,"Walt, on his hands and knees.","Someone, on his hands and knees.",Walt,"It rocks under his weight.
He puts his beer down and fiddles about underneath the tumble dryer, adjusting its legs to stabilize it.
Some of the youngsters look over at him, on his hands and knees."
1048_Gran_Torino_00.50.35.803-00.50.38.232/0008.jpg,An attractive Hmong girl sitting with some boys.,An attractive Hmong girl sitting with some boys.,,"He notices them looking.
He gets back up, pats the drier and leans against it for a moment.
Satisfied it's OK, he begins to wander across the basement."
1048_Gran_Torino_00.50.47.494-00.50.49.553/0006.jpg,Walt drinks from a beer bottle.,Someone drinks from a beer bottle.,Walt,"Satisfied it's OK, he begins to wander across the basement.
He eyes an attractive Hmong girl who's sitting with some boys.
Walt notices she keeps glancing over at Thao."
1048_Gran_Torino_00.50.59.560-00.51.02.234/0007.jpg,He takes a sip.,He takes a sip.,,"Walt notices she keeps glancing over at Thao.
Walt drinks from a beer bottle,
and walks over to Sue who offers him a glass of clear liquid."
1048_Gran_Torino_00.51.09.762-00.51.11.164/0012.jpg,"Thao sitting on his own, looking miserable.","Someone sitting on his own, looking miserable.",Thao,"and walks over to Sue who offers him a glass of clear liquid.
He takes a sip and Sue wanders off.
Walt puts his beer down and looks back over at the girl sitting with the boys."
1048_Gran_Torino_00.51.13.545-00.51.19.535/0012.jpg,The girl stands behind Walt.,The girl stands behind Someone.,Walt,"Walt puts his beer down and looks back over at the girl sitting with the boys.
Walt glances over at Thao sitting on his own, looking miserable.
She keeps looking at Thao."
1048_Gran_Torino_00.52.10.749-00.52.14.835/0006.jpg,He stares.,He stares.,,"She keeps looking at Thao.
The girl gets up and walks up behind Walt.
He turns around and sees her."
1048_Gran_Torino_00.52.15.899-00.52.19.286/0009.jpg,"As she goes upstairs, the group of boys follows her.","As she goes upstairs, the group of boys follows her.",,"The girl gets up and walks up behind Walt.
He turns around and sees her.
She wanders off and he stares after her."
1048_Gran_Torino_00.52.19.879-00.52.22.656/0011.jpg,Walt goes over to Thao.,Someone goes over to Someone.,"Walt
Thao","He turns around and sees her.
She wanders off and he stares after her.
As she goes upstairs, the group of boys follows her."
1048_Gran_Torino_00.52.38.558-00.52.41.085/0006.jpg,Walt sips his drink. Thao looks away.,Someone sips his drink. Someone looks away.,"Walt
Thao","She wanders off and he stares after her.
As she goes upstairs, the group of boys follows her.
Walt goes over to Thao."
1048_Gran_Torino_00.53.41.911-00.53.43.457/0005.jpg,Thao looks away.,Someone looks away.,Thao,"As she goes upstairs, the group of boys follows her.
Walt goes over to Thao.
He sips his drink."
1048_Gran_Torino_00.53.56.414-00.54.01.455/0004.jpg,A push mower.,A push mower.,,"He sips his drink.
Thao looks away.
Walt matches off, leaving Thao looking dejected but thoughtful."
1048_Gran_Torino_00.54.01.455-00.54.04.188/0007.jpg,Walt mows his front lawn with a push mower. He looks up and sees two of his Hmong neighbors bringing flowers to his house.,Someone mows his front lawn with a push mower. He looks up and sees two of his Hmong neighbors bringing flowers to his house.,Walt,"Thao looks away.
Walt matches off, leaving Thao looking dejected but thoughtful.
Walt mows his front lawn with a push mower."
1048_Gran_Torino_00.54.07.385-00.54.08.972/0008.jpg,Two Hmong neighbors bring flowers to the house. They smile.,Two Hmong neighbors bring flowers to the house. They smile.,,"Walt matches off, leaving Thao looking dejected but thoughtful.
Walt mows his front lawn with a push mower.
He looks up and sees two of his Hmong neighbors bringing flowers to his house."
1048_Gran_Torino_00.54.17.133-00.54.21.174/0010.jpg,Walt stops mowing his front lawn and looks at them leaving the house.,Someone stops mowing his front lawn and looks at them leaving the house.,Walt,"He looks up and sees two of his Hmong neighbors bringing flowers to his house.
The neighbors smile.
As the neighbors leave the flowers, Walt carries on mowing."
1048_Gran_Torino_00.54.24.435-00.54.27.381/0009.jpg,He opens the door to neighbors bearing food.,He opens the door to neighbors bearing food.,,"The neighbors smile.
As the neighbors leave the flowers, Walt carries on mowing.
He stops and looks back at them."
1048_Gran_Torino_00.54.34.267-00.54.36.234/0009.jpg,He sniffs it.,He sniffs it.,,"As the neighbors leave the flowers, Walt carries on mowing.
He stops and looks back at them.
Later, he opens his door to more of the neighbors bearing food."
1048_Gran_Torino_00.54.45.685-00.54.51.092/0005.jpg,He follows her in.,He follows her in.,,"Later, he opens his door to more of the neighbors bearing food.
He sniffs it.
He waves the three women and their food inside."
1048_Gran_Torino_00.55.51.734-00.55.58.226/0010.jpg,He shoos them away.,He shoos them away.,,"He waves the three women and their food inside.
He follows them in.
Later, he pulls onto his drive in his pickup and finds Sue, Thao and their mother, waiting for him."
1048_Gran_Torino_00.56.08.373-00.56.09.392/0003.jpg,He's on his porch drinking coffee.,He's on his porch drinking coffee.,,"He follows them in.
Later, he pulls onto his drive in his pickup and finds Sue, Thao and their mother, waiting for him.
He shoos them away."
1048_Gran_Torino_00.56.15.750-00.56.18.395/0012.jpg,He stands up on his porch as Thao approaches.,He stands up on his porch as Someone approaches.,Thao,"Later, he pulls onto his drive in his pickup and finds Sue, Thao and their mother, waiting for him.
He shoos them away.
He's on his porch drinking coffee."
1048_Gran_Torino_00.57.04.500-00.57.08.425/0008.jpg,Thao finds Walt watching his abatis border.,Someone finds Someone watching his abatis border.,"Thao
Walt","He's on his porch drinking coffee.
He stands up as a sheepish-looking Thao approaches.
Walt leaves him to it and wanders off towards his garage."
1048_Gran_Torino_00.57.21.612-00.57.24.601/0011.jpg,Thao looks thoughtful.,Someone looks thoughtful.,Thao,"He stands up as a sheepish-looking Thao approaches.
Walt leaves him to it and wanders off towards his garage.
Thao finds Walt watching his abatis border."
1048_Gran_Torino_00.57.50.141-00.57.52.598/0011.jpg,"The house across the street, very dilapidated.","The house across the street, very dilapidated.",,"Thao finds Walt watching his abatis border.
Thao looks thoughtful.
Thao shrugs."
1048_Gran_Torino_00.57.56.424-00.58.00.268/0007.jpg,The house is very dilapidated.,The house is very dilapidated.,,"Thao looks thoughtful.
Thao shrugs.
Walt looks at a house across the street."
1048_Gran_Torino_00.58.25.726-00.58.30.713/0009.jpg,"Thao is up a ladder, fixing the old house. Walt watches with a Hmong neighbor.","Someone is up a ladder, fixing the old house. Someone watches with a Hmong neighbor.","Thao
Walt","Walt looks at a house across the street.
The house is very dilapidated.
Thao is up a ladder, fixing the old house."
1048_Gran_Torino_00.58.34.430-00.58.36.720/0011.jpg,Thao holds a louvered shutter.,Someone holds a louvered shutter.,Thao,"The house is very dilapidated.
Thao is up a ladder, fixing the old house.
Walt watches with a Hmong neighbor."
1048_Gran_Torino_00.58.42.335-00.58.44.392/0001.jpg,In the garden he pulls up a dead tree.,In the garden he pulls up a dead tree.,,"Thao is up a ladder, fixing the old house.
Walt watches with a Hmong neighbor.
Thao removes a louvered shutter from the roof."
1048_Gran_Torino_00.58.44.706-00.58.47.483/0006.jpg,He loads rubble into a wheelbarrow.,He loads rubble into a wheelbarrow.,,"Walt watches with a Hmong neighbor.
Thao removes a louvered shutter from the roof.
In the garden he pulls up a dead tree,"
1048_Gran_Torino_00.58.48.654-00.58.53.349/0007.jpg,"Walt, chewing tobacco, stands across the street with Daisy and watches.","Someone, chewing tobacco, stands across the street with Someone and watches.","Walt
Daisy","Thao removes a louvered shutter from the roof.
In the garden he pulls up a dead tree,
and loads rubble into a wheelbarrow."
1048_Gran_Torino_00.58.53.434-00.58.57.475/0005.jpg,Thao fixes the house number onto a post on the porch.,Someone fixes the house number onto a post on the porch.,Thao,"In the garden he pulls up a dead tree,
and loads rubble into a wheelbarrow.
Walt, chewing tobacco, stands across the street with Daisy and watches."
1048_Gran_Torino_00.58.58.804-00.58.59.679/0001.jpg,Walt smokes a cigarette and watches as Thao scrapes old paint off the clapboard exterior.,Someone smokes a cigarette and watches as Someone scrapes old paint off the clapboard exterior.,"Walt
Thao","and loads rubble into a wheelbarrow.
Walt, chewing tobacco, stands across the street with Daisy and watches.
Thao fixes the house number onto a post on the porch."
1048_Gran_Torino_00.59.00.341-00.59.04.604/0007.jpg,Thao gives a coat of fresh paint to the clapboard exterior.,Someone gives a coat of fresh paint to the clapboard exterior.,Thao,"Walt, chewing tobacco, stands across the street with Daisy and watches.
Thao fixes the house number onto a post on the porch.
Walt smokes a cigarette and watches as Thao scrapes old paint off the clapboard exterior."
1048_Gran_Torino_00.59.06.183-00.59.08.892/0003.jpg,"It's raining hard and Walt stands on his porch, watching.","It's raining hard and Someone stands on his porch, watching.",Walt,"Thao fixes the house number onto a post on the porch.
Walt smokes a cigarette and watches as Thao scrapes old paint off the clapboard exterior.
Then gives it a coat of fresh paint."
1048_Gran_Torino_00.59.09.062-00.59.13.544/0007.jpg,Thao struggling with an old tree stump in the garden.,Someone struggling with an old tree stump in the garden.,Thao,"Walt smokes a cigarette and watches as Thao scrapes old paint off the clapboard exterior.
Then gives it a coat of fresh paint.
It's raining hard and Walt stands on his porch, watching"
1048_Gran_Torino_00.59.13.545-00.59.18.149/0007.jpg,It's raining. Walt stands on his porch smoking a cigarette.,It's raining. Someone stands on his porch smoking a cigarette.,Walt,"Then gives it a coat of fresh paint.
It's raining hard and Walt stands on his porch, watching
Thao struggling with an old tree stump in the garden opposite."
1048_Gran_Torino_00.59.30.026-00.59.32.368/0010.jpg,"Out in the rain, Thao sits down by the stump.","Out in the rain, Someone sits down by the stump.",Thao,"Thao struggling with an old tree stump in the garden opposite.
Walt smokes another cigarette,
as Thao digs the stump out in the rain."
